Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014",GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)"
Avg. Work Hours (Annual),USA,United States,2010,Total employment,1773.0,Hours,7.16361618,10.80718327,0.9261587259999999,68.69999695,0.828044355,0.235521659,0.6895825859999999,0.860642135,0.231052637,0.418275833,0.7860048409999999,1.4783297780000002,2.182073832,0.304605067,0.40816666700000004,0.739406407,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,14992100000000.0,40.4,0.0,33.81566442,1.3
Avg. Wages (Annual),USA,United States,2010,In 2018 constant prices at 2018 USD PPPs,59476.636029999994,USD,7.16361618,10.80718327,0.9261587259999999,68.69999695,0.828044355,0.235521659,0.6895825859999999,0.860642135,0.231052637,0.418275833,0.7860048409999999,1.4783297780000002,2.182073832,0.304605067,0.40816666700000004,0.739406407,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,14992100000000.0,40.4,0.0,33.81566442,1.3
Mortality Causes,USA,United States,2010,All causes of death,2469288.0,NBPOPUPC,7.16361618,10.80718327,0.9261587259999999,68.69999695,0.828044355,0.235521659,0.6895825859999999,0.860642135,0.231052637,0.418275833,0.7860048409999999,1.4783297780000002,2.182073832,0.304605067,0.40816666700000004,0.739406407,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,14992100000000.0,40.4,0.0,33.81566442,1.3
Avg. Work Hours (Annual),USA,United States,2011,Total employment,1780.0,Hours,7.115138531,10.81564426,0.921705008,68.68000031,0.863202393,0.152239069,0.6969257590000001,0.836360335,0.27337852100000004,0.38253158299999995,0.859106541,1.462400675,1.94597578,0.27349793899999997,0.40816666700000004,0.612989604,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15224600000000.0,0.0,0.0,34.06206439,0.0
Avg. Wages (Annual),USA,United States,2011,In 2018 constant prices at 2018 USD PPPs,59562.474689999995,USD,7.115138531,10.81564426,0.921705008,68.68000031,0.863202393,0.152239069,0.6969257590000001,0.836360335,0.27337852100000004,0.38253158299999995,0.859106541,1.462400675,1.94597578,0.27349793899999997,0.40816666700000004,0.612989604,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15224600000000.0,0.0,0.0,34.06206439,0.0
Mortality Causes,USA,United States,2011,All causes of death,2515458.0,NBPOPUPC,7.115138531,10.81564426,0.921705008,68.68000031,0.863202393,0.152239069,0.6969257590000001,0.836360335,0.27337852100000004,0.38253158299999995,0.859106541,1.462400675,1.94597578,0.27349793899999997,0.40816666700000004,0.612989604,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15224600000000.0,0.0,0.0,34.06206439,0.0
Avg. Work Hours (Annual),USA,United States,2012,Total employment,1783.0,Hours,7.026226997,10.83013153,0.903192282,68.66000366,0.822662294,0.20624339600000002,0.71003443,0.833771288,0.259643853,0.348855615,0.897014558,1.467069626,2.1631598469999997,0.307869345,0.40816666700000004,0.6290693279999999,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15567000000000.0,0.0,0.0,34.31286833,0.0
Avg. Wages (Annual),USA,United States,2012,In 2018 constant prices at 2018 USD PPPs,60047.20521,USD,7.026226997,10.83013153,0.903192282,68.66000366,0.822662294,0.20624339600000002,0.71003443,0.833771288,0.259643853,0.348855615,0.897014558,1.467069626,2.1631598469999997,0.307869345,0.40816666700000004,0.6290693279999999,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15567000000000.0,0.0,0.0,34.31286833,0.0
Mortality Causes,USA,United States,2012,All causes of death,2543279.0,NBPOPUPC,7.026226997,10.83013153,0.903192282,68.66000366,0.822662294,0.20624339600000002,0.71003443,0.833771288,0.259643853,0.348855615,0.897014558,1.467069626,2.1631598469999997,0.307869345,0.40816666700000004,0.6290693279999999,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15567000000000.0,0.0,0.0,34.31286833,0.0
Avg. Work Hours (Annual),USA,United States,2013,Total employment,1781.0,Hours,7.249285221,10.83965302,0.92539686,68.63999939,0.79225564,0.26556313,0.7468940620000001,0.813677669,0.260328352,0.288647503,0.873045623,1.415543795,1.9380877019999998,0.267348796,0.40816666700000004,0.6782621740000001,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15853800000000.0,41.0,0.0,34.551570500000004,0.0
Avg. Wages (Annual),USA,United States,2013,In 2018 constant prices at 2018 USD PPPs,59765.75719,USD,7.249285221,10.83965302,0.92539686,68.63999939,0.79225564,0.26556313,0.7468940620000001,0.813677669,0.260328352,0.288647503,0.873045623,1.415543795,1.9380877019999998,0.267348796,0.40816666700000004,0.6782621740000001,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15853800000000.0,41.0,0.0,34.551570500000004,0.0
Mortality Causes,USA,United States,2013,All causes of death,2596993.0,NBPOPUPC,7.249285221,10.83965302,0.92539686,68.63999939,0.79225564,0.26556313,0.7468940620000001,0.813677669,0.260328352,0.288647503,0.873045623,1.415543795,1.9380877019999998,0.267348796,0.40816666700000004,0.6782621740000001,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,15853800000000.0,41.0,0.0,34.551570500000004,0.0
Avg. Work Hours (Annual),USA,United States,2014,Total employment,1784.0,Hours,7.151114464,10.85749722,0.902097046,68.62000275,0.8660768870000001,0.212869316,0.702267468,0.8342944379999999,0.281265348,0.34867119799999996,0.8268213870000001,1.433887959,2.070653915,0.28955680100000003,0.40816666700000004,0.753396153,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16242500000000.0,0.0,0.0,34.80614436,0.0
Avg. Wages (Annual),USA,United States,2014,In 2018 constant prices at 2018 USD PPPs,60617.97202000001,USD,7.151114464,10.85749722,0.902097046,68.62000275,0.8660768870000001,0.212869316,0.702267468,0.8342944379999999,0.281265348,0.34867119799999996,0.8268213870000001,1.433887959,2.070653915,0.28955680100000003,0.40816666700000004,0.753396153,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16242500000000.0,0.0,0.0,34.80614436,0.0
Mortality Causes,USA,United States,2014,All causes of death,2626418.0,NBPOPUPC,7.151114464,10.85749722,0.902097046,68.62000275,0.8660768870000001,0.212869316,0.702267468,0.8342944379999999,0.281265348,0.34867119799999996,0.8268213870000001,1.433887959,2.070653915,0.28955680100000003,0.40816666700000004,0.753396153,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16242500000000.0,0.0,0.0,34.80614436,0.0
Avg. Work Hours (Annual),USA,United States,2016,Total employment,1781.0,Hours,6.803599834,10.88555431,0.896751285,68.5,0.757893085,0.135592237,0.7389195559999999,0.80567354,0.264203817,0.297205657,0.7557651999999999,1.4914257530000001,1.9722027780000002,0.289876372,0.40816666700000004,0.69331491,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16972300000000.0,41.5,0.0,35.31830199,0.0
Avg. Wages (Annual),USA,United States,2016,In 2018 constant prices at 2018 USD PPPs,62153.12401,USD,6.803599834,10.88555431,0.896751285,68.5,0.757893085,0.135592237,0.7389195559999999,0.80567354,0.264203817,0.297205657,0.7557651999999999,1.4914257530000001,1.9722027780000002,0.289876372,0.40816666700000004,0.69331491,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16972300000000.0,41.5,0.0,35.31830199,0.0
Mortality Causes,USA,United States,2016,All causes of death,2744248.0,NBPOPUPC,6.803599834,10.88555431,0.896751285,68.5,0.757893085,0.135592237,0.7389195559999999,0.80567354,0.264203817,0.297205657,0.7557651999999999,1.4914257530000001,1.9722027780000002,0.289876372,0.40816666700000004,0.69331491,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,16972300000000.0,41.5,0.0,35.31830199,0.0
Avg. Work Hours (Annual),USA,United States,2017,Total employment,1780.0,Hours,6.991759299999999,10.90090561,0.921002865,68.40000153,0.8684967159999999,0.18883281899999999,0.6811912659999999,0.826555312,0.268269062,0.386535019,0.677055538,1.5521354680000001,1.880687952,0.268986374,0.40816666700000004,0.610804379,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,17348600000000.0,0.0,0.0,35.54522707,1.3
Avg. Wages (Annual),USA,United States,2017,In 2018 constant prices at 2018 USD PPPs,62727.43595,USD,6.991759299999999,10.90090561,0.921002865,68.40000153,0.8684967159999999,0.18883281899999999,0.6811912659999999,0.826555312,0.268269062,0.386535019,0.677055538,1.5521354680000001,1.880687952,0.268986374,0.40816666700000004,0.610804379,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504,17348600000000.0,0.0,0.0,35.54522707,1.3
Avg. Work Hours (Annual),ISR,Israel,2010,Total employment,1956.53,Hours,7.358916282999999,10.30034924,0.881829858,72.40000153,0.5614779000000001,0.147556573,0.902182698,0.67945838,0.362394363,0.448931694,-0.378653169,1.069919825,1.5924906730000001,0.216402873,0.4112,0.25077647,,,,,0.230252102,,,233731000000.0,42.6,0.0,352.2920518,1.1
Avg. Wages (Annual),ISR,Israel,2010,In 2018 constant prices at 2018 USD PPPs,34997.43567,USD,7.358916282999999,10.30034924,0.881829858,72.40000153,0.5614779000000001,0.147556573,0.902182698,0.67945838,0.362394363,0.448931694,-0.378653169,1.069919825,1.5924906730000001,0.216402873,0.4112,0.25077647,,,,,0.230252102,,,233731000000.0,42.6,0.0,352.2920518,1.1
Mortality Causes,ISR,Israel,2010,All causes of death,39418.0,NBPOPUPC,7.358916282999999,10.30034924,0.881829858,72.40000153,0.5614779000000001,0.147556573,0.902182698,0.67945838,0.362394363,0.448931694,-0.378653169,1.069919825,1.5924906730000001,0.216402873,0.4112,0.25077647,,,,,0.230252102,,,233731000000.0,42.6,0.0,352.2920518,1.1
Avg. Work Hours (Annual),ISR,Israel,2011,Total employment,1947.24,Hours,7.433147907,10.32739449,0.8926965590000001,72.45999908,0.722269237,0.13853652800000002,0.891295373,0.7379072309999999,0.38447502299999997,0.271090537,-0.27400425100000003,1.119241357,1.823536634,0.24532495399999998,0.4112,0.285089433,,,,,0.230252102,,,245344000000.0,0.0,0.0,358.86321630000003,0.0
Avg. Wages (Annual),ISR,Israel,2011,In 2018 constant prices at 2018 USD PPPs,35274.91537,USD,7.433147907,10.32739449,0.8926965590000001,72.45999908,0.722269237,0.13853652800000002,0.891295373,0.7379072309999999,0.38447502299999997,0.271090537,-0.27400425100000003,1.119241357,1.823536634,0.24532495399999998,0.4112,0.285089433,,,,,0.230252102,,,245344000000.0,0.0,0.0,358.86321630000003,0.0
Mortality Causes,ISR,Israel,2011,All causes of death,40668.0,NBPOPUPC,7.433147907,10.32739449,0.8926965590000001,72.45999908,0.722269237,0.13853652800000002,0.891295373,0.7379072309999999,0.38447502299999997,0.271090537,-0.27400425100000003,1.119241357,1.823536634,0.24532495399999998,0.4112,0.285089433,,,,,0.230252102,,,245344000000.0,0.0,0.0,358.86321630000003,0.0
Avg. Work Hours (Annual),ISR,Israel,2012,Total employment,1918.77,Hours,7.110854626,10.32817173,0.9034155009999999,72.51999664,0.681439221,0.150700644,0.862327278,0.665101826,0.319231451,0.343569756,-0.217279762,1.074690342,1.7400853630000002,0.24470832899999997,0.4112,0.28481248,,,,,0.230252102,,,250536000000.0,41.4,0.0,365.54990760000004,0.0
Avg. Wages (Annual),ISR,Israel,2012,In 2018 constant prices at 2018 USD PPPs,33166.65214,USD,7.110854626,10.32817173,0.9034155009999999,72.51999664,0.681439221,0.150700644,0.862327278,0.665101826,0.319231451,0.343569756,-0.217279762,1.074690342,1.7400853630000002,0.24470832899999997,0.4112,0.28481248,,,,,0.230252102,,,250536000000.0,41.4,0.0,365.54990760000004,0.0
Mortality Causes,ISR,Israel,2012,All causes of death,41877.0,NBPOPUPC,7.110854626,10.32817173,0.9034155009999999,72.51999664,0.681439221,0.150700644,0.862327278,0.665101826,0.319231451,0.343569756,-0.217279762,1.074690342,1.7400853630000002,0.24470832899999997,0.4112,0.28481248,,,,,0.230252102,,,250536000000.0,41.4,0.0,365.54990760000004,0.0
Avg. Work Hours (Annual),ISR,Israel,2013,Total employment,1908.2,Hours,7.320563316,10.34980011,0.908515871,72.58000183,0.739001632,0.148229972,0.848537862,0.697945952,0.408576161,0.451302052,-0.225939274,1.07678926,1.611566305,0.220142394,0.4112,0.28257471300000003,,,,,0.230252102,,,260919000000.0,0.0,0.0,372.43530499999997,0.0
Avg. Wages (Annual),ISR,Israel,2013,In 2018 constant prices at 2018 USD PPPs,33428.18043,USD,7.320563316,10.34980011,0.908515871,72.58000183,0.739001632,0.148229972,0.848537862,0.697945952,0.408576161,0.451302052,-0.225939274,1.07678926,1.611566305,0.220142394,0.4112,0.28257471300000003,,,,,0.230252102,,,260919000000.0,0.0,0.0,372.43530499999997,0.0
Mortality Causes,ISR,Israel,2013,All causes of death,41479.0,NBPOPUPC,7.320563316,10.34980011,0.908515871,72.58000183,0.739001632,0.148229972,0.848537862,0.697945952,0.408576161,0.451302052,-0.225939274,1.07678926,1.611566305,0.220142394,0.4112,0.28257471300000003,,,,,0.230252102,,,260919000000.0,0.0,0.0,372.43530499999997,0.0
Avg. Work Hours (Annual),ISR,Israel,2014,Total employment,1894.53,Hours,7.400570393,10.36413765,0.8890697359999999,72.63999939,0.7069746259999999,0.091592588,0.8180399540000001,0.604293108,0.271255702,0.44364184100000004,-0.15607816,1.1001014709999999,1.580246329,0.21353034699999998,0.4112,0.28140401800000003,,,,,0.230252102,,,271090000000.0,39.8,0.0,379.65341960000006,0.0
Avg. Wages (Annual),ISR,Israel,2014,In 2018 constant prices at 2018 USD PPPs,33516.041619999996,USD,7.400570393,10.36413765,0.8890697359999999,72.63999939,0.7069746259999999,0.091592588,0.8180399540000001,0.604293108,0.271255702,0.44364184100000004,-0.15607816,1.1001014709999999,1.580246329,0.21353034699999998,0.4112,0.28140401800000003,,,,,0.230252102,,,271090000000.0,39.8,0.0,379.65341960000006,0.0
Mortality Causes,ISR,Israel,2014,All causes of death,42170.0,NBPOPUPC,7.400570393,10.36413765,0.8890697359999999,72.63999939,0.7069746259999999,0.091592588,0.8180399540000001,0.604293108,0.271255702,0.44364184100000004,-0.15607816,1.1001014709999999,1.580246329,0.21353034699999998,0.4112,0.28140401800000003,,,,,0.230252102,,,271090000000.0,39.8,0.0,379.65341960000006,0.0
Avg. Work Hours (Annual),ISR,Israel,2016,Total employment,1922.08,Hours,7.159010887000001,10.39477539,0.8896607759999999,72.90000153,0.772297323,0.15050979,0.804056585,0.629189372,0.263090223,0.43813318,-0.003985524,1.2293506859999999,1.66659677,0.23279707100000002,0.4112,0.306069046,,,,,0.230252102,,,289193000000.0,38.9,0.0,394.9168207,0.0
Avg. Wages (Annual),ISR,Israel,2016,In 2018 constant prices at 2018 USD PPPs,35701.37218,USD,7.159010887000001,10.39477539,0.8896607759999999,72.90000153,0.772297323,0.15050979,0.804056585,0.629189372,0.263090223,0.43813318,-0.003985524,1.2293506859999999,1.66659677,0.23279707100000002,0.4112,0.306069046,,,,,0.230252102,,,289193000000.0,38.9,0.0,394.9168207,0.0
Mortality Causes,ISR,Israel,2016,All causes of death,43966.0,NBPOPUPC,7.159010887000001,10.39477539,0.8896607759999999,72.90000153,0.772297323,0.15050979,0.804056585,0.629189372,0.263090223,0.43813318,-0.003985524,1.2293506859999999,1.66659677,0.23279707100000002,0.4112,0.306069046,,,,,0.230252102,,,289193000000.0,38.9,0.0,394.9168207,0.0
Avg. Work Hours (Annual),ISR,Israel,2017,Total employment,1917.98,Hours,7.3310360910000005,10.40826416,0.916440845,73.09999847,0.7680763009999999,0.142772496,0.7926522490000001,0.673591316,0.27644315399999997,0.38936814700000005,-0.09139624199999999,1.1264346840000001,1.522682905,0.20770365,0.4112,0.245601237,,,,,0.230252102,,,299155000000.0,0.0,0.0,402.6478743,0.9
Avg. Wages (Annual),ISR,Israel,2017,In 2018 constant prices at 2018 USD PPPs,36678.690689999996,USD,7.3310360910000005,10.40826416,0.916440845,73.09999847,0.7680763009999999,0.142772496,0.7926522490000001,0.673591316,0.27644315399999997,0.38936814700000005,-0.09139624199999999,1.1264346840000001,1.522682905,0.20770365,0.4112,0.245601237,,,,,0.230252102,,,299155000000.0,0.0,0.0,402.6478743,0.9
Avg. Work Hours (Annual),CHL,Chile,2010,Total employment,2070.0,Hours,6.63565588,9.875193596,0.85695523,68.90000153,0.7863674759999999,0.099339187,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429,0.452481776,0.148860931,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,218538000000.0,0.0,0.0,22.85490508,1.6
Avg. Wages (Annual),CHL,Chile,2010,In 2018 constant prices at 2018 USD PPPs,24960.82175,USD,6.63565588,9.875193596,0.85695523,68.90000153,0.7863674759999999,0.099339187,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429,0.452481776,0.148860931,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,218538000000.0,0.0,0.0,22.85490508,1.6
Mortality Causes,CHL,Chile,2010,All causes of death,97930.0,NBPOPUPC,6.63565588,9.875193596,0.85695523,68.90000153,0.7863674759999999,0.099339187,0.701824725,0.8091729879999999,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,0.491571429,0.452481776,0.148860931,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,218538000000.0,0.0,0.0,22.85490508,1.6
Avg. Work Hours (Annual),CHL,Chile,2011,Total employment,2047.0,Hours,6.5263347629999995,9.925136566,0.819078863,69.04000092,0.700734138,0.1029673,0.7527555229999999,0.803743482,0.316876173,0.322867334,0.763231277,1.400258541,2.067713022,0.316826075,0.491571429,0.495457828,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,231892000000.0,47.6,96.70301056,23.07009823,0.0
Avg. Wages (Annual),CHL,Chile,2011,In 2018 constant prices at 2018 USD PPPs,25106.35365,USD,6.5263347629999995,9.925136566,0.819078863,69.04000092,0.700734138,0.1029673,0.7527555229999999,0.803743482,0.316876173,0.322867334,0.763231277,1.400258541,2.067713022,0.316826075,0.491571429,0.495457828,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,231892000000.0,47.6,96.70301056,23.07009823,0.0
Mortality Causes,CHL,Chile,2011,All causes of death,94985.0,NBPOPUPC,6.5263347629999995,9.925136566,0.819078863,69.04000092,0.700734138,0.1029673,0.7527555229999999,0.803743482,0.316876173,0.322867334,0.763231277,1.400258541,2.067713022,0.316826075,0.491571429,0.495457828,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,231892000000.0,47.6,96.70301056,23.07009823,0.0
Avg. Work Hours (Annual),CHL,Chile,2012,Total employment,2024.0,Hours,6.599128723,9.967881203,0.8552355770000001,69.18000031,0.7336109279999999,0.18632897699999998,0.7821174259999999,0.815391183,0.287592113,0.34326779799999996,0.7040236590000001,1.4441723819999999,2.12383008,0.32183492199999997,0.491571429,0.466741949,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,244226000000.0,0.0,0.0,23.2804308,0.0
Avg. Wages (Annual),CHL,Chile,2012,In 2018 constant prices at 2018 USD PPPs,25914.9183,USD,6.599128723,9.967881203,0.8552355770000001,69.18000031,0.7336109279999999,0.18632897699999998,0.7821174259999999,0.815391183,0.287592113,0.34326779799999996,0.7040236590000001,1.4441723819999999,2.12383008,0.32183492199999997,0.491571429,0.466741949,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,244226000000.0,0.0,0.0,23.2804308,0.0
Mortality Causes,CHL,Chile,2012,All causes of death,98711.0,NBPOPUPC,6.599128723,9.967881203,0.8552355770000001,69.18000031,0.7336109279999999,0.18632897699999998,0.7821174259999999,0.815391183,0.287592113,0.34326779799999996,0.7040236590000001,1.4441723819999999,2.12383008,0.32183492199999997,0.491571429,0.466741949,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,244226000000.0,0.0,0.0,23.2804308,0.0
Avg. Work Hours (Annual),CHL,Chile,2013,Total employment,2015.0,Hours,6.74015379,9.998721123,0.862404704,69.31999969,0.7368873359999999,0.075803965,0.741154909,0.855062187,0.285453886,0.3072685,0.735013962,1.416341901,2.101323128,0.311761886,0.491571429,0.466638207,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,254105000000.0,47.3,96.26705933,23.48652279,0.0
Avg. Wages (Annual),CHL,Chile,2013,In 2018 constant prices at 2018 USD PPPs,26583.78961,USD,6.74015379,9.998721123,0.862404704,69.31999969,0.7368873359999999,0.075803965,0.741154909,0.855062187,0.285453886,0.3072685,0.735013962,1.416341901,2.101323128,0.311761886,0.491571429,0.466638207,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,254105000000.0,47.3,96.26705933,23.48652279,0.0
Mortality Causes,CHL,Chile,2013,All causes of death,99751.0,NBPOPUPC,6.74015379,9.998721123,0.862404704,69.31999969,0.7368873359999999,0.075803965,0.741154909,0.855062187,0.285453886,0.3072685,0.735013962,1.416341901,2.101323128,0.311761886,0.491571429,0.466638207,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,254105000000.0,47.3,96.26705933,23.48652279,0.0
Avg. Work Hours (Annual),CHL,Chile,2014,Total employment,1990.0,Hours,6.844238281,10.00763416,0.861552179,69.45999908,0.733326375,0.20803766,0.758497715,0.86981076,0.276103258,0.39953002299999996,0.751715839,1.39434886,2.064368248,0.301621318,0.491571429,0.42640501299999994,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,258594000000.0,0.0,0.0,23.68936005,0.0
Avg. Wages (Annual),CHL,Chile,2014,In 2018 constant prices at 2018 USD PPPs,26803.54588,USD,6.844238281,10.00763416,0.861552179,69.45999908,0.733326375,0.20803766,0.758497715,0.86981076,0.276103258,0.39953002299999996,0.751715839,1.39434886,2.064368248,0.301621318,0.491571429,0.42640501299999994,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,258594000000.0,0.0,0.0,23.68936005,0.0
Mortality Causes,CHL,Chile,2014,All causes of death,101943.0,NBPOPUPC,6.844238281,10.00763416,0.861552179,69.45999908,0.733326375,0.20803766,0.758497715,0.86981076,0.276103258,0.39953002299999996,0.751715839,1.39434886,2.064368248,0.301621318,0.491571429,0.42640501299999994,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,258594000000.0,0.0,0.0,23.68936005,0.0
Avg. Work Hours (Annual),CHL,Chile,2016,Total employment,1974.0,Hours,6.579056262999999,10.02634144,0.841388166,69.69999695,0.652289748,0.09289977,0.858124971,0.8692288990000001,0.283042103,0.203538865,0.704101682,1.164838195,1.9862554069999998,0.301905811,0.491571429,0.48013857,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,267904000000.0,0.0,0.0,24.08740074,0.0
Avg. Wages (Annual),CHL,Chile,2016,In 2018 constant prices at 2018 USD PPPs,27655.34315,USD,6.579056262999999,10.02634144,0.841388166,69.69999695,0.652289748,0.09289977,0.858124971,0.8692288990000001,0.283042103,0.203538865,0.704101682,1.164838195,1.9862554069999998,0.301905811,0.491571429,0.48013857,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,267904000000.0,0.0,0.0,24.08740074,0.0
Mortality Causes,CHL,Chile,2016,All causes of death,104000.0,NBPOPUPC,6.579056262999999,10.02634144,0.841388166,69.69999695,0.652289748,0.09289977,0.858124971,0.8692288990000001,0.283042103,0.203538865,0.704101682,1.164838195,1.9862554069999998,0.301905811,0.491571429,0.48013857,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,267904000000.0,0.0,0.0,24.08740074,0.0
Avg. Work Hours (Annual),CHL,Chile,2017,Total employment,1954.0,Hours,6.3201193810000005,10.03306866,0.8798407909999999,69.80000305,0.7901164890000001,-0.030261262999999997,0.835987508,0.83847481,0.291042089,0.268283308,0.688375235,1.059408069,2.162420273,0.342148632,0.491571429,0.574647009,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,271896000000.0,46.6,0.0,24.28237822,1.5
Avg. Wages (Annual),CHL,Chile,2017,In 2018 constant prices at 2018 USD PPPs,26766.6161,USD,6.3201193810000005,10.03306866,0.8798407909999999,69.80000305,0.7901164890000001,-0.030261262999999997,0.835987508,0.83847481,0.291042089,0.268283308,0.688375235,1.059408069,2.162420273,0.342148632,0.491571429,0.574647009,,,0.22066666199999999,0.213770002,0.221766666,0.12470907699999999,0.126401633,271896000000.0,46.6,0.0,24.28237822,1.5
Avg. Work Hours (Annual),SVN,Slovenia,2010,Total employment,1680.1,Hours,6.082555294,10.26389885,0.917203367,69.19999695,0.8955224159999999,0.026649822000000004,0.844790697,0.67081368,0.295366138,0.331916302,0.9575735329999999,0.9297418,2.168138504,0.356451929,0.2495,0.36766368200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998,48013606745.0,24.9,0.0,101.68582690000001,1.0
Avg. Wages (Annual),SVN,Slovenia,2010,In 2018 constant prices at 2018 USD PPPs,35473.81452,USD,6.082555294,10.26389885,0.917203367,69.19999695,0.8955224159999999,0.026649822000000004,0.844790697,0.67081368,0.295366138,0.331916302,0.9575735329999999,0.9297418,2.168138504,0.356451929,0.2495,0.36766368200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998,48013606745.0,24.9,0.0,101.68582690000001,1.0
Mortality Causes,SVN,Slovenia,2010,All causes of death,18609.0,NBPOPUPC,6.082555294,10.26389885,0.917203367,69.19999695,0.8955224159999999,0.026649822000000004,0.844790697,0.67081368,0.295366138,0.331916302,0.9575735329999999,0.9297418,2.168138504,0.356451929,0.2495,0.36766368200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998,48013606745.0,24.9,0.0,101.68582690000001,1.0
Avg. Work Hours (Annual),SVN,Slovenia,2011,Total employment,1663.2,Hours,6.035964012000001,10.26829433,0.931166053,69.40000153,0.907440901,-0.027567947000000002,0.8931338190000001,0.651520729,0.285320938,0.181583047,1.013063908,0.922107577,2.189199686,0.36269262399999996,0.2495,0.38314229200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998,48325391228.0,24.9,0.0,101.8982937,0.0
Avg. Wages (Annual),SVN,Slovenia,2011,In 2018 constant prices at 2018 USD PPPs,35340.76447,USD,6.035964012000001,10.26829433,0.931166053,69.40000153,0.907440901,-0.027567947000000002,0.8931338190000001,0.651520729,0.285320938,0.181583047,1.013063908,0.922107577,2.189199686,0.36269262399999996,0.2495,0.38314229200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998,48325391228.0,24.9,0.0,101.8982937,0.0
